0	0
1	1
2	2
3	3
4	4
5	5
6	6
7	7
8	8
9	9
10	10
11	11
12	12
13	13
14	279
15	280
17	281
18	14
19	15
20	16
21	282
22	17
23	18
24	19
25	20
26	21
27	22
28	283
29	23
31	592
33	24
34	25
36	26
37	284
40	27
41	28
42	29
43	30
44	31
45	576
46	32
48	33
49	34
50	35
51	36
2100	774
54	37
55	38
56	39
57	285
58	286
59	40
60	41
61	42
62	43
63	44
64	45
66	46
67	47
68	48
70	624
353	183
72	49
73	287
74	50
75	288
76	289
77	51
78	52
80	53
81	290
82	560
83	561
84	54
85	55
86	291
87	56
88	292
89	57
91	293
92	58
95	59
96	60
97	61
98	62
99	558
100	294
101	63
102	64
103	65
104	66
105	67
106	68
107	594
108	69
110	70
111	71
112	72
113	626
115	73
116	898
117	74
118	75
119	595
120	76
121	295
122	77
2171	545
124	627
125	296
126	297
127	78
128	79
129	80
131	628
132	81
133	82
134	83
135	84
136	85
137	86
138	87
139	88
141	89
2524	763
144	783
145	90
146	91
147	298
148	781
2414	897
150	299
151	827
152	92
153	93
154	94
156	300
158	301
159	577
160	302
161	620
164	303
165	304
167	95
170	96
172	97
173	98
174	99
176	100
177	101
178	102
179	103
180	104
181	105
182	305
183	306
184	106
185	307
186	107
189	108
191	308
192	109
193	110
195	596
196	111
197	309
198	112
199	113
200	617
201	114
202	310
203	311
204	115
205	116
207	117
208	118
209	119
210	120
211	121
212	312
214	619
215	122
216	123
218	313
219	314
221	124
222	125
223	126
226	127
227	315
228	128
229	316
230	129
231	130
232	629
2283	759
236	131
237	578
238	132
239	317
240	133
241	318
242	134
243	135
245	136
246	137
247	138
249	139
250	140
251	141
252	142
253	143
254	144
255	145
256	319
258	146
259	147
262	148
263	320
264	149
265	630
266	806
2316	776
269	150
270	151
271	631
272	152
274	153
275	154
276	155
277	321
278	156
279	157
280	322
281	158
283	159
285	160
286	161
288	162
289	323
292	324
294	325
296	326
297	817
298	632
299	633
300	163
301	327
302	164
303	328
304	579
305	165
306	847
307	634
308	329
309	330
310	166
311	331
313	332
314	635
315	636
318	167
319	637
320	333
321	334
322	565
323	168
324	638
325	867
326	169
327	913
329	335
330	170
332	639
333	171
334	853
336	172
337	173
338	174
339	175
340	336
341	623
343	176
344	177
345	178
2394	548
347	337
348	180
2106	970
350	338
351	181
352	182
2401	276
2403	277
2405	890
361	339
362	184
363	340
364	185
366	641
367	186
369	187
370	341
371	342
372	343
373	188
375	344
377	189
378	642
380	345
383	190
384	621
385	643
387	191
388	192
391	193
393	194
397	597
399	346
403	195
404	347
405	644
406	645
407	348
409	196
411	197
412	349
413	350
414	198
415	646
417	199
418	351
419	647
421	566
2470	550
423	352
424	200
425	201
426	353
71	625
428	354
431	618
434	202
2483	893
437	355
439	356
440	357
441	598
443	203
444	358
445	359
2495	935
452	360
453	937
455	204
456	361
2124	543
458	362
461	649
462	599
463	205
465	363
466	650
467	206
470	364
473	562
475	651
476	365
478	366
479	652
480	367
481	368
482	938
484	880
485	849
486	369
2129	544
488	207
489	828
490	784
491	370
492	371
493	653
494	208
496	854
498	580
499	209
500	914
503	372
505	210
506	211
507	373
514	654
515	374
516	655
517	375
518	591
519	376
520	377
521	378
522	656
523	212
525	379
526	380
527	829
2576	552
529	213
530	381
531	382
534	657
535	864
536	567
2585	777
538	600
540	214
427	799
542	215
543	216
544	383
545	658
547	659
548	384
550	660
552	830
553	385
555	217
557	386
560	387
562	388
563	568
564	389
566	563
567	661
568	390
569	662
570	391
571	392
574	581
576	218
578	219
579	220
2065	541
582	221
585	222
587	223
588	663
590	393
591	664
592	394
593	831
2642	590
595	665
599	225
600	395
601	226
604	832
2475	975
607	785
608	816
609	396
612	397
613	398
615	622
616	399
618	666
620	601
622	855
623	227
625	667
626	833
627	228
628	834
629	786
631	229
632	400
636	668
638	669
2841	779
640	401
644	230
647	670
648	787
650	671
651	672
652	788
654	673
657	231
658	674
662	232
663	402
664	602
2500	863
666	818
667	403
669	765
673	675
675	233
677	676
678	404
679	234
680	405
681	235
684	677
685	406
687	236
688	819
689	559
690	407
773	857
694	789
695	408
697	409
698	410
699	678
700	679
702	680
709	237
2758	985
711	411
713	412
715	413
716	414
719	415
721	416
722	681
723	417
2772	778
725	835
728	418
729	419
2070	542
732	420
734	421
735	422
738	423
739	856
743	424
744	425
746	426
2796	553
749	427
750	603
754	682
756	766
757	683
758	836
760	428
761	429
762	684
763	430
764	431
765	685
767	837
768	902
769	432
770	916
772	433
2460	549
777	850
780	434
346	179
782	238
2861	764
786	790
787	686
788	687
791	239
792	688
793	689
796	917
797	690
798	838
799	240
800	691
2849	554
802	241
2051	540
804	569
805	435
807	242
809	436
811	437
813	438
814	439
2482	551
818	802
819	874
822	440
823	807
2875	278
828	441
831	243
838	903
839	692
840	442
843	693
845	940
847	694
848	767
850	582
851	443
854	244
857	695
860	941
862	808
2911	555
2912	556
865	696
2115	932
867	445
870	848
2921	780
874	446
877	447
880	697
883	448
884	858
888	839
891	604
892	449
894	840
896	583
897	698
899	699
901	450
903	451
908	452
2958	557
911	454
916	455
2611	976
922	456
923	457
926	458
930	875
931	459
781	939
933	700
934	942
935	460
936	584
937	841
939	701
940	868
943	820
944	461
945	702
946	703
947	909
948	704
2206	546
950	791
951	610
952	705
954	245
955	706
956	707
957	708
963	462
965	246
967	463
970	792
2419	974
976	464
979	709
980	465
982	710
983	866
984	247
985	585
986	466
1871	888
992	611
2488	934
997	248
998	570
999	821
1000	908
1001	711
1002	249
1005	918
1006	842
1007	593
1009	712
1010	467
1013	713
1014	468
1018	571
1020	469
1021	470
1023	891
2489	762
1031	859
1033	714
1034	605
1035	919
1036	250
1041	471
1042	876
2189	933
1044	899
1046	715
1047	881
1051	572
1052	606
1055	573
1057	872
1058	895
1059	251
1060	472
1063	843
1065	473
1067	612
1070	474
1073	716
1075	475
1077	809
1079	252
1081	253
863	444
1086	860
1087	476
1089	861
1092	943
1095	862
1096	254
1098	477
1099	717
1104	944
1105	810
1108	945
1109	478
1110	718
1111	255
1112	607
1114	719
1115	988
1117	479
1119	480
1121	256
1123	877
1129	481
1130	482
1132	882
1134	720
1135	483
1136	613
1138	484
1144	485
1153	486
1154	768
1155	920
1156	946
1158	825
1159	487
1162	947
1163	488
1166	904
1170	586
1171	721
537	800
1176	722
1177	865
1179	894
1180	723
1181	614
1182	489
1183	490
1184	491
1185	724
2358	871
1188	492
1191	725
1192	493
1194	257
1195	921
1196	494
1200	922
1201	726
1204	258
1208	727
1209	587
1212	728
1213	495
1214	496
1215	729
1217	497
1219	498
1221	259
1222	948
1223	730
1225	731
1235	499
1239	732
457	648
1241	801
1242	260
1246	949
1249	804
1250	733
1252	500
1254	734
1259	501
1263	822
1264	502
1265	735
1267	736
1268	823
2462	900
1271	910
1275	737
1280	574
1281	503
1283	261
1286	738
1288	896
1289	262
1292	739
1294	950
1296	851
1240	803
1302	615
1307	811
1313	977
1316	769
1318	951
1324	504
1327	263
1331	264
1337	911
1340	740
1341	952
1343	805
1345	923
1346	812
1353	505
1356	741
1357	506
1362	793
1363	742
910	453
1366	953
1376	507
1379	813
1382	869
1383	743
1384	924
1387	508
1388	744
1390	954
1392	745
1393	509
1398	510
1399	746
1400	955
1401	511
1404	512
1415	513
1416	883
1418	514
2285	760
1425	852
2287	798
1440	515
2288	982
1442	516
1445	794
1446	517
1450	844
1454	747
1457	518
1459	925
1460	926
1461	748
1467	901
1472	564
1473	519
1475	616
1483	795
1492	749
2192	999
1495	770
1500	814
1501	265
1506	927
1512	957
1516	958
594	224
1520	750
1521	266
1522	959
1523	520
528	873
692	915
1544	960
1545	961
1553	751
1554	989
1555	267
2738	996
1567	771
1575	521
1581	884
1584	752
1588	962
1601	522
1602	983
1603	905
1604	986
1608	523
2487	998
1614	268
1616	815
1619	269
1626	524
2319	761
1629	575
1631	928
1643	525
1649	753
1650	526
1654	270
1661	995
1671	824
2327	972
1676	826
1684	772
1686	878
1688	963
1693	879
1694	754
1699	990
1704	588
1714	527
1721	271
1725	796
1729	272
1733	528
1734	964
1748	845
1754	965
1756	991
1766	529
1773	966
1776	755
1423	956
1786	992
1791	773
1792	967
1793	997
1796	993
1802	609
1804	782
1820	273
1825	968
1828	887
1838	797
1839	870
1840	530
1843	907
1846	756
1849	929
2058	758
1861	589
1864	892
2108	775
1873	889
1876	531
1881	987
1884	846
1886	978
1889	532
1895	533
1896	534
1901	535
1906	979
355	640
2368	547
1923	536
2369	994
2110	971
2116	906
1942	969
1964	912
1966	885
1972	984
1980	930
1987	757
1991	537
2003	274
